label,comment
1,"TELEFON COK SIKI VE ÖZENLE SARILMIŞ, KARGOLAMA DA EN UFAK SIKINTI OLMADAN GELDİ. TAVSİYE EDİLİR MAĞAZA"
1,"Evet, istediğim özelliklerde bir ürün."
1,Ayni telefondan iki adet aldim suan icin bi sıkıntı yok memnunum ok.
1,Ürünü şuan icin kullaniyorum bi sıkıntı cikmadi
1,HUAWEI MATE 20 LITE ( HUAWEI TÜRKİYE GARANTİLİ) güzel
1,HUAWEI MATE 20 LITE ( HUAWEI TÜRKİYE GARANTİLİ) güzel
1,İlk geldiğinde e devlet sorgulatmamda ithalat garantili yazınca bir şoka uğramıştım ama firma açıklamasını yaptı sağolsunlar. Telefona gelince genel olarak güzel fakat iPhone dan geçtiğim için mesela youtube dan örnek verecek olursam video ilerletme hızı iPhone SE de daha hızlıydı telefonun bu konularda tepkime hızı hariç geriye kalan bütün özellikleri güzel kameraya laf yok
1,Ürünü daha inceleyemedim ancak paketleme gerçekten çok iyiydi.Güvenilir satıcı
1,Telefon bir harika
1,Ürün parasına göre güzel 2 haftadır kullanıyorum. Herhangi bir sıkıntı yok şarjı 2 günü rahatlıkla çıkarıyor
1,"Ürün ilândaki gibi geldi. Satın alma , ulaşım ve teslim alma sonrası bu mağazadan çok memnun kaldım. Telefon da efsane iphone 6s 32 Gb satıp hiç düşünmeden aldim. Almak isteyenler gönül rahatlığıyla bu mağazadan alabilirler..."
1,Harika bir telefon...
1,Paketleme güzel. Ürün de sorun yok
1,"Ürün gaYet başarılı. Çok memnun kaldım. Mı xanomi kullandım 3 sene boyunca, artık değişme vakti gelmişti. Etrafımdakiler de bKtım. Bu Ürünün çok kullanıcısı da vardı. Tavsiye edildi. Gayet memnunum."
1,Beğendim güzel ürün
1,"Telefonu beğendik, pro versiyonuna o kadar para vermeye gerek yok, kamerası olsun görüntüsü ekranı olsun işlem gücü vs. oldukça tatminkar."
1,👍👍👍👍👍👍👍👍
1,Ürün gayet güzel. Hiç bir problemle karşılaşmadım. Emeğinize sağlık arkadaşlar iyi çalışmalar
1,Urun cok kaliteli cok begendim. Ayrıca elime cok hızlı ulaştı Dip not: IMEI numarasını e-devletten sorgulatınız.
1,Ürünü çok beğendim. Almayı düşünen herkese tavsiye ederim.
1,Hızlı kargo ve ilginiz için teşekkür ederim
1,elbette begendim mi8 ile bunun arasında kalmıştım buna meyillendim
1,Evet ürün fiyatının hakkını verecek bir ürün tasarımı çok güzel tavsiye ederim
1,Ürünü zaten uzunca araştırma sonucu aldım gayet başarılı bir ürün
1,Genel görüntü iyi ama kullanınca kalaitesini daha net göreceğiz
1,mükemmel fiyat hızlı kargo teşekkürler
1,5gün dür kullanıyorum çok güzel ama kulaklığı güzel değil şarz cihaz kablosu da güze değil biraz daha kaliteli olabilirdi l
1,süper kesinlik le tavsiye ederim..
1,paketleme özenliydi. 2 günde elime ulaştı. KAPALI KUTUYDU. herşey orjinal. inşaallah uzun süreli kullanırım. MAĞAZAYI ve ÜRÜNÜ tavsiye ederim..
1,telefon güzel beklentileri karşılıyor sorunsuz elime ulaştı
1,"harika ürün, 1000000 %"
1,Ürünü çok beğendim beklentimin üzerinde bir telefon 1 haftadır kullanıyorum çok memnunum satıcıya burdan teşekkür ediyorum.
1,"Fiyatına göre iyi telefon. Çok şık görünüyor. Hızlı, kamerası iyi. Tavsiye ederim."
1,Herşey tam istediğim gibiydi sadece kargo beklendiği gün gelmedi o da yoğunluktan olabilir. Teşekkürler.
1,"uzun araştırmam sonucu aldım telefonu kamerası performansı herşeyi güzel sizi üzeceğini düşünmüyorum,"
1,Uzun süre araştırdım en sonunda mate 20 lite da karar kıldım. İphone 7 alıcaktım 3200 TL civarıydı. Daha sonra bu telefon ile karşılaştırma yaptım. Ve mate 20 lite özellik olarak ve tasarım olarak iphone 7 den kat kat daha iyi. Sarjı 2 günden fazla gidiyor eğer az oynarsanız daha uzun süreli gider. artık iphondan vazgeçin bırakın o kafanızdaki deli soruları. Yok ben iphondan başka tel kullanamam felan filan. Bizde iphone kullanıyorduk ama artık fiyatlar ve abd nin yaptıklarına karşılık tüketici olarak tepki vermek istedim. Kamerası sarjıyla herşeyi çok çok iyi 2 günde elinize ulaşır telefon. Firmaya teşekkürler
1,"Telefon gayet güzel. Hızı, kamerası ve şarjı yeterli. Daha elime yeni geçti. Tam deneyimlemedim. Kutudan çıkan ekran koruyucu cam ve kulaklık göstermelik. Ekran koruyucu cami ben hiç kullanmadım. Çok ince. Dayanıksız.Gidip sağlam bir cam ve Kılıf aldım. Kılıfsız kullanmayin, çok çabuk lekeleniyor. Onun dışında iyi bir telefon"
1,Düşünmeden alabilirsiniz. Ben çok fazla araştırdım. Apple bu yüzden yaptırım yapıyor
1,"Telefonun özellikleri belli anlatmaya gerek yok, önemli olan mağaza çok hızlı ve ilgililer."
1,Gerçekten tasarım harıkası hafıza ve kamerada guzel herkese tavsiye ederim.
1,Ürün çok çok başarılı. Çok fazla bir şey yazmayada gerek yok.
1,"Gayet şık, ince ve estetik. Biraz elden kayar gibi oluyor bu yüzden mutlaka slikon kılıf kullanmak gerekir. Huawei, ABD'nin çekinceleri ve ambargosu yüzünden güvenli bir telefon olarak tercih etmiştim. Huawei Türkiye'nin bir an önce Telefon Yedekleme için kullanılacak Cloud sistemlerini Türkiye için de kullanılır hale getirmesini bekliyoruz."
1,Ürün ve mağaza performansı Harika çok güzel ilgilendiler teşekkür ederim.
1,Ürün çok iyi Yeterlik kalitel ve özelliklere sahip
1,Alalı 3 gün oldu. Çok beğendim. Şarjı kamerası gayet güzel. Boyutu güzel
1,Ürün çok güzel huawei diyip almaktan vazgeçmeyin fiyatını hak ediyor sadece kulaklık çok kötü
1,"Ben yıllardır Apple kullanıyorum Mate 20 yi eşim için satın aldım 2-3 gündür inceliyorum resmen adamlar yapmış.... İnternette gezinirken veya başka bir işlem yaparken ışık hızında bağlanıyor bekleme yok, en çok batarya süresini merak ediyordum ilk şarjını yaptıktan sonra tasarruf modlarını aktif etmeden dolu dolu kullanımla tam 2 gün gitti ve şaşırdım. Platinyum Gold rengini aldım çok şık ve elit bir görüntüsü var kesinlikle bu fiyata mate 20 yi öneriyorum..."
1,Telefonda Çok detay var bu yüzden İlk başta bocalayabilirsiniz. Fakat beklentiyi karşılayacağına şüpheniz olmasın bu fiyata teknik olarak aynı kapasiteye sahip telefonlar 4 bin lira bandında
1,Kamerası ile övünülen cihazın ön kamerası berbat olması. mate 20 lite sınıfta kaldı gözümde Huawei'nin çöküşünü izledim. Arka kamera mükemmel ön kamera çöpe atsan değmez. Batarya iyi tek elle kullanmak mümkün değil. Pubg de orta seviyede sorunsuz oynuyosunuz iyi alışverişler.
1,güzel ürün ve hızlı gönderi için teşekkürler
1,Tlf u çok beğendik
1,Ürün hemen elime ulaştı hiç bir sorunu yok çok güzel Huawei Türkiye garantili sonuçta gözünüz kapalı alim
1,evet.güzel telefon.ilgili satıcı.herşey için tşkler
1,Ürün çok güzel firma güvenilir
1,Bir telefon arama ve mesaj iletme için üretildi. Eklenen her özellik bütçeyle zenginleşir. Bu telefon en lüksü belkide ihtiyaçtan fazlası. Telefonu alırken herşeyinin iyi olmasını beklemeyin. Unutmayın bir zamanlar sadece ev telefonu vardı. Bu telefon çok başarılı. Günümüz doğrultusunda ise klavyesi kesinlikle başarısız. Ayrıca ana ekran tuş kombinasyonu ayarı koyulmalıydı. diğer yandan herşeyi iyi.
1,Fiyat performans açısından başarılı bir ürün
1,ürün kalitesi görseli iyi çok hızlı ve kullanışlı
1,Ürün çok kaliteli ve kullanışlı ipone eksiği yok fazlası var. herkese tavsiye ederim
1,Ürün anlatildigi gibiydi. Tavsiye edilir.
1,urun guzel kullanisli orta-ust segment telefon olmasina ragmen her turlu isinizi gorur ayni ozellikteki iphonun yari fiyatina huawei bu isi basardi
1,Ürün mükemmel mağaza 1 gün içinde kargoladı teslim aldım
1,Beğendim performansı gayet iyi
1,çok hızlı kargo ürün harika süpersiniz.
1,Ürünü ve mağazayı beğendim
1,Ürün f/p olarak bakacak isek xiaomi den sonra 2. Geliyor. Fiyatına göre iyi sadece içinden çıkan kulaklık rezalet ayrıca telefonun dışa verdiği ses mono ve düşük ses çıkıyor. Şarj performansı güzel kamera aman aman iyi değil bazen hafif karanlıkta iyi değil desem yeri var.
1,Ürünün garantisini huawei Türkiye sitesinden sorgulamadım mayıs 2021 e kadar garantili...
1,iyi satıcı cuma sipariş verdim cumartesi sabah elime geçti ürün Huawei Türkiye garantili satıcıya tesekkurler
1,Ürün çok kaliteli ve kullanışlı ipone eksiği yok fazlası var. herkese tavsiye ederim
1,Ürün anlatildigi gibiydi. Tavsiye edilir.
1,urun guzel kullanisli orta-ust segment telefon olmasina ragmen her turlu isinizi gorur ayni ozellikteki iphonun yari fiyatina huawei bu isi basardi
1,Ürün mükemmel mağaza 1 gün içinde kargoladı teslim aldım
1,Beğendim performansı gayet iyi
1,çok hızlı kargo ürün harika süpersiniz.
1,Ürünü ve mağazayı beğendim
1,Ürün f/p olarak bakacak isek xiaomi den sonra 2. Geliyor. Fiyatına göre iyi sadece içinden çıkan kulaklık rezalet ayrıca telefonun dışa verdiği ses mono ve düşük ses çıkıyor. Şarj performansı güzel kamera aman aman iyi değil bazen hafif karanlıkta iyi değil desem yeri var.
1,Ürünün garantisini huawei Türkiye sitesinden sorgulamadım mayıs 2021 e kadar garantili...
1,iyi satıcı cuma sipariş verdim cumartesi sabah elime geçti ürün Huawei Türkiye garantili satıcıya tesekkurler
1,Mate 20 lite telefonu eşime aldım çok memnun tavsıye derım gold rengı çok guzelmıs
1,ürün 1 gün gibi çok kısa sürede elime ulaştı. güzel paketleme yapılmış olarak sağlam bir şekilde elime ulaştı. kapalı kutu sıfır. faturası ve herşeyi var. imei kontrol ettim ve huawei türkiye den kontrol ettirdim. hiç bir sorun yok. gönül rahatlığı ile alabilirsiniz...
1,Urun zaten kullandığım urundu. Memnun olduğum için kuzenimede aldım. Aynı gun kargolandı. Ertası gun elimize gecti.
1,Pro modelin özellik ve performansını beklemeyin. İsmi Mate 20 lite olmasına karşın aslında pro model ile bir bağı yok. Farklı bir model aslında. Performansı yeterli şarjı dengeli kullanımda 2 güne kadar yetebilir. 1 günü rahatlıkla çıkartıyor. Eksikleri var tabi ama fiyat seviyesi göz önüne alındığında onları beklemek samimi olmaz. Bu fiyat seviyesinde alan pişman olmaz
1,Güzel ürün begendim
1,Parasını hak eden bir ürün.
1,Ürün mükemmel bayıldım
1,"ürün sorunsuz sifir kapalı kutu Huawei Tr garantili. cihazda bir problemim yok fakat mağazanın stok sorunu nedenyle problem yasadim. yorumlarda herkes hizli kargodan bahsetmis , sanırım benim şansıma boyle denk geldi. onun haricinde bir skınti problem yok. teşekkürler"
1,Ürün anlatıldığı şekliyle elime ulaştı. Önce kutudaki IMEI numarasını alıp Huawei Resmi Türkiye telefon numarasını aradım. Teyit ettirdim. Cihaz Orjinal Huawei Türkiye garantili ayrıca yurtdışı garantisi de var. İstediğim renk geldi. Cihazın içindeki IMEI ile kutudaki IMEI de uyuşuyor. Mağazaya teşşekür ederim.
1,"Gold platinum modeli satın aldım, ürün başarılı. Kalite hissini yaşıyorsunuz."
1,Ürün zaten kullandığım bir ürün bunu kardeşim için aldım gayet güzel bir telefon
1,"evet güzel bir ürün, ne aradığına bağlı biraz."
1,"Ürün çok güzel (Huawai P20)ama resmen kayıyo.Sadece elden değil koyduğunuz yerden bile heran kayıp düşecek gibi bi hali var.Alır almaz hemen kılıf alın.Biz almadık,ilk hafta düştü ve arkası kırıldı."
1,Evet gayet güzel bir telefon
1,"bu kadar cok marka ve cesit varken telefon secmak zor gercekten. Ben de ciddi bir ugrastan sonra p20 lite aldim. Telefon elime gecti, gayet hizli kargo. Mavi rengi gercekten cok guzel. Kamerasi gayet yeterli ve net cekiyor. Pili sabah 8 de sarjdan cikarip, ilk gun telefonu guncelleme,aplikasyon yukleme,kurcalamadan dolayi elimden dusurmememe ragmen gece 1`de yuzde 30 seviyesindeydi. Sesi gayet yeterli, yuz tanima duzgun calisiyor. Gecisler hizli. Bence gayet yeterli bir telefon. Azicik daha iyisini almak icin x2 odemeye gerek var mi? Alirken bunu dusunmek gerek."
1,Ürün fiyatına göre ideal
1,Hızlı kargolama için teşekkür ederiz. Güvenle alışveriş yapılabilir bir mağaza.
1,Beklediğimden daha iyi
1,https://urun.n11.com/cep-telefonu/huawei-p20-lite-huawei-turkiye-garantili-P251850515
1,ürün anlatıldığı gibi çok güzel
1,"Ürün ince hafif elimden kayacak gibi geliyor. iki elle tutuyorum örneğin bu yorumu yazarken. 3 gündür kullanıyorum. Daha alışamadım. İş telefonum A7 onun alışkanlığı var. Isınıyor diyen arkadaşlar haklı. Oyun esnasında evet ısınıyor. Ekranına da alışamadım. Yukarıdan çentikli, aşağısı kimi uygulamada alta sıfır, yatay konumda daha yukarıda. Ekran boyutu değişken. Sesi mükemmel. son ses düzeyini pek kullanamazsınız. Genel olarak telefonun özellikleri iyi. Alışacağımı düşünüyorum."
1,oldukça güzel ve parasına göre ideal bi telefon tavsiye ederim
1,Ürün güzel tavsiye edilecek bir cihaz
1,paketleme çok güzel yapılmış çabuk gönderdiler. satıcıya ve n.11 e teşekkür ederim. ürünü yeni kullanıyorum çok detayına giremedim ama görsel ve kullanımı çok güzel ürünün özellikleri zaten yazıyor gayet iyi
1,"düşünmeden alın 2 bin tl bu telefon inanılmaz gerçekten. Hala inanamıyorum 😊 iPhone’un belası Huawei’in en alınabilir en optimum fiyat ve özellikleri barındıran telefonu 👍 6 aydır şirket telefonu olarak kullanıyorum bu teli, şimdi 60 yaş üstü babama aldık. Uzaya çıkma etkisi yarattı tabii Babamda 😊"
0,Hayır hiç begenmedim ilgisiz
1,Paranızı ödedikten sonra da kıymetiniz devan ediyor. Teşekkürler..
1,Urun sorunsuz ve gecikmeden adrese teslim edildi.
1,gerçekten fiyatından fazlası olan bir telefon hemen yorum yazmak istemedim yaklaşık 1 ay oldu eşime aldık çok memnun hız foto çekim kalitesi mükemmel telefonun babası diyebiliriz fiyatına gore
1,"Mükemmel gözüküyor,hız görüntü ,cok para vermeye gerek yok, kullandıkca daha fazla keyif alıyorum"
1,Urun orjinal faturalı tavsiye ederim
1,Magaza ile herhangi bir iletişimim olmadı. İlerleyen zamanlarda görücez. Simdilik güzel. Ürün saglam bir sekilde paketlenmiş olarak elime ulaştı. Memnunum bu durumdan.
1,"Siyah rengini eşim için aldık. Gerçekten şık duruyor. Telefon hızlı. Uygulamalar arası geçişi güzel. Kamera iyi fakat gündüz çekimleri daha net. sesi biraz telefonun. Kısacası fiyat performans ürünü. Sizi bu fiyata pişman etmez, memnun eder."
1,Telefonu alalı ikigün oldu telefonnun performansı gayet iyi özellikle oyunlarda.Kargodada hiçbir sorun yaşamadım.Teşekkür ederim.
1,daha ne olsun.. fiyatına göre çok iyi
1,Evet.............
1,Yeni kullanmaya başladım çok detay veremiyorum fakat benim için yeterli bir telefon
1,Ürünü kullandıktan sonra yorum yapaca9
1,hızlı kargo 1 günde teslim aldım paketleme gayet iyiydi orjinal ve sorunsuz
1,Ürünü yaklaşık 6 aydır kullanıyorum memmmun olduğum için aynısının mavisini abime aldım
1,Ürün gerçekten başarılı daha önceden de alışveriş yapmıştım kaliteli hizmet çok teşekkür ediyorum.
1,Ürün çok güzel.Kargo harika.Çok hızlı.12 Saatte ulaştı.
1,"24 saatden önce elime ulaştı ,fatura da mail olarak geldi👍"
1,kesinlikle tavsiye! Herşeyiyle orjinal kutulu şekilde geldi. kargolama hızlıydı teşekkürler
0,urun iyi güzel faturasız urun
1,ÇOK TEŞEKKÜRLER.. HIZLI
1,"Satıcıya teşekkür ediyorum zamanında, hızlı ve ozenli kargo İcin memnun kaldım 😉"
1,2 adet aldım bir tanesini kendime bir tanesini babama. Doğru ve orjinal ürün satıyorlar. Baya sarıp sarmalayıp gönderiyorlar. Garantiyi de sipariş verdiğiniz günden başlatıyorlar. İkimizde memnunuz.
1,Fiyat performans urunudur
1,harika bir telefon p20 lite her an yeni bir mükemmelliğini keşfediyorum...imei kayıtlı orijinal bir cihaz...tavsiye ederim...üstün performans ve zarif tasarım...
1,Evet çok beğendim
1,Çok teşekkür ederim
1,2000 TL civarı en iyi telefon
1,Evet beğendim şık ve güzel
1,ilk dikjatimi çeken yönü telefonon arkasını aynı ön tarafı gibi olması idi. yalniz telefonu kurarken donmaya başladı baktımki telefon fena ısınmış. ben samsung j5 ve j7 kullandım hiç böyle bir şeye karşılaşmadım. daha ilk başta böyle bir şeyle karşılaşınca beni endişelendirdi. bunun dışında 5 yıldız diyecektim ama diğer düşünenlere bilgi olması için 3 yıldız diyorum.
1,Ürün anlatıldığı gibi. Parasını fazlasıyla hakkediyor
1,Ürün gayet güzel huawei türkiye iletişim ilede görüştüm ime kayıtlı paketleme ve kargo sıkıntısız hızlı bir telefon ele oturuyor çekimleri güzel 😉
1,ilgili mağaza ürün güzel sanki azbuçuk ısınma sorunu var ama göz ardı edilebilir fiyatına göre alınabilecek en güzel telefon
1,"Oldukça şık, hızlı ve fiyatını hakeden telefon. Almak isteyenlere tavsiye ederim."
1,Evet güzel ve orjinal Türkiye garantili
1,Herşey n11 de yazan gibiydi. Müşteri temsilcileri baya ilgilendi. Mağaza da sorduğum soruya hemen yanıt verdiler.
1,Fiyatina gore ust modellere kafa tutacak bir urun hizli tasarimi harika cok begendim
1,"Fiyatına göre mükemmel bir telefon. 64 gb dahili hafıza, işlemci ve ram çok iyi."
1,ürün istediğim gibi geldi. Tam söylendigi zamanında geldi.
1,urun piyasadakiler ile ayni ve firma kapalı kutu ve bandrollü gönderiyor asla çakma veya kacak değil tlf herkese tavsiye ederim verdiğiniz paraya deger
1,ürünü yeni aldım deneyip göreceğiz ;)
1,aynı gün kargo ve uygun fiyat için tsklr
1,ürün güzel beğendim
1,evet güzel huawei anlatmaya gerek yok zaten beklentileri fazlasıyla karşılayan bir ürün orjinal huawei den sorguladım gönül rahatlığı ile alabilirsiniz
1,Çok teşekkürler sözünüzün eri bir firma
1,Sorulara anında cevap veren ilgili firma ve kaliteli telefon. Huawei garantisini de sorguladım. Hiçbir sıkıntı yok. Teşekkürler...
1,"Hızlı kargo,güzel paket. Teşekkürler."
1,Evet ürün çok şık yeni trend Huawei Kızıma da P10 Pro aldım süper Iphone falan yanında telefon değil.
1,Ürün problemsiz ve hızlı bir şekilde elime ulaştı.
1,"Ürünü beğendim. Hafif, şık, güzel bir telefon."
1,çok beğendim . urun fiyatı da gayet uygun
1,Evet çok güzel tşk edr
1,"Görselliği, uygulamalar arasında geçiş hızı iyi. Kamera çözünürlüğü ise tercih nedenlerinden birisi. Öneririm."
1,Parasını hak eden bir telefon.
1,ürün kısa zamanda gönderildi ürün anlatıldığı gibi ve orjinaldi
1,Herne hikmetse içinden telefon kılıfı cıkmadı :(
1,Fiyatından fazlasını hakeden bir telefon. Cihazı elinize ilk aldığınız andan itibaren kaliteyi hissediyorsunuz. Uzun süre Samsung kullandıktan sonra iyi bir tercih olmuş.
1,hızlı bir cihaz
1,parasını hak ediyor.beklentileri karsiliyor .f/p ürünü
1,Ürünü çok beğendim.
1,Ürün kusursuz bir şekilde elime ulaştı.Tlfonu almak isteyenlere tavsiye ederim içinizde en ufak şüphe olmasın. Bir iPhone kullanıcısı olarak acaba alışabilirmiyim diye tereddüdüm vardı. Tlfonu kullandıktan sonra çok seveceğinize adım gibi eminim :)
1,Evet beğendim mavi rengi süper ışıldıyor kargo rezalet Yurt içi kargo adamlar 2 paketim vardı birini dağıtıma çıkarmışlar huawei i unutmuşlar gittim kendim aldım. He dağıtıma çıkan üründe o gün gelmedi ertesi gün geldi.
1,fiyat performans ürünü
1,"Hızlı kargo, özenle paketleme.. tesekkurler.."
1,Ürün fiyatının hakkını veriyor yüz tanıma olsun parmak izi olsun ekran olsun çok iyi
1,Herne hikmetse içinden telefon kılıfı cıkmadı :(
1,GÜZEL VE KULLANISLI
1,"Ùrùn orjinal.Hìzlì teslimat,òzenli paketleme yapìlmìş.Yalnız şarj adaptörü 110 v. Prize gòre yapìlmiş.İlave aparatla şarj mümkün oluyor."
1,ürün ilanda görüldüğü gibi geldi. çok kullanışlı ve hızlı bir tlf.
1,ürün anlatıldığı gibiydi.mağazaya teşekkürler ederim .
1,Herhangi bir olumsuzluk yok
0,smartview ve güvenli klasör yetkisiz yazılım yüklendigi için hata veriyor
0,yeni aldım bakcaz
1,EVET GAYAET ŞIK VE KULLANIŞLI
0,Emin degilim sanki dokunmatik arızalı gibi
1,bu fiyata sıkıntısız ürün
1,Bekletilerimi Karşıladı klasik samsung işte şarz iyi gidiyor
1,tavsiye ederim bir program yaşamadım
1,cok hızlı ozenlı kargo ve fırma hersey ıcın tsk ler
0,Hayır Çin malı farklı ürün geldi
0,O kadar para verip aldgımız ürün skıntılı cıkması insanı üzüyor inşallah sıkıntısız degişimimiz olur
1,Urun yurt dışından geliyor Turkiyede çalışması için root atılıyor Telefonun çalışmasında bir sıkıntı yoktur. Ürün tanıtımında bilgilendirme yeterli değil.
1,Kesinlikle tavsiye ederim.
0,İstediğim ürünü göndermediki
1,Ürünü beğendim tesekurler hizli kargo
1,ÇOCUĞUN DOĞUM GÜNÜ İÇİN SİPARİŞ ETMİŞTİK... BİR SORUN YOK ...ÇOCUK BEĞENDİ...
1,Ürün anlatıldığı gibi. Olumsuz olarak söyleyebileceğim tek şey şarj adaptörü. Çok kalitesiz ve ucuza kaçılmış.
1,Çok beğendim....kutu ve ambalajında faturası dahil geldi....
1,titiz bir alıcı olarak şunu diyebilirim telefon çok çok iyi.. hızlı teslimat ve ürün için n11 ve mağazaya teşekkür ederim ve diğer almayı düşünen arkadaşlara şiddetle tavsiye ederim...
1,İyii çok güzel iyi laynn
1,Urun zamaninda geldi ve her hangi bir sorunu yoktu.
1,sitede göründüğü gibiydi.
1,ürün çok güzel beğendım teşekkürler
1,Çok beğendim tavsiye ederim
1,beğendim telefon güzel kullanma kılavuzu olsa daha güzel olurdu
1,Çok hızlı gönderi iyi hizmet güvenilir satıcı tavsiye ederim.
1,Ürün anlatıldığı gibi. İyi paketlenmiş ve kargo da iyi
1,"Ürün çok hızlı bir şekilde elime ulaştı, kutu paketleme vs çok güzel."
1,"TELEFON COK SIKI VE ÖZENLE SARILMIŞ, KARGOLAMA DA EN UFAK SIKINTI OLMADAN GELDİ. TAVSİYE EDİLİR MAĞAZA"
1,"Evet, istediğim özelliklerde bir ürün."
1,Ayni telefondan iki adet aldim suan icin bi sıkıntı yok memnunum ok.
1,Ürünü şuan icin kullaniyorum bi sıkıntı cikmadi
1,HUAWEI MATE 20 LITE ( HUAWEI TÜRKİYE GARANTİLİ) güzel
1,HUAWEI MATE 20 LITE ( HUAWEI TÜRKİYE GARANTİLİ) güzel
1,İlk geldiğinde e devlet sorgulatmamda ithalat garantili yazınca bir şoka uğramıştım ama firma açıklamasını yaptı sağolsunlar. Telefona gelince genel olarak güzel fakat iPhone dan geçtiğim için mesela youtube dan örnek verecek olursam video ilerletme hızı iPhone SE de daha hızlıydı telefonun bu konularda tepkime hızı hariç geriye kalan bütün özellikleri güzel kameraya laf yok
1,Ürünü daha inceleyemedim ancak paketleme gerçekten çok iyiydi.Güvenilir satıcı
1,Telefon bir harika
1,Ürün parasına göre güzel 2 haftadır kullanıyorum. Herhangi bir sıkıntı yok şarjı 2 günü rahatlıkla çıkarıyor
1,"Ürün ilândaki gibi geldi. Satın alma , ulaşım ve teslim alma sonrası bu mağazadan çok memnun kaldım. Telefon da efsane iphone 6s 32 Gb satıp hiç düşünmeden aldim. Almak isteyenler gönül rahatlığıyla bu mağazadan alabilirler..."
1,Harika bir telefon...
1,Paketleme güzel. Ürün de sorun yok
1,"Ürün gaYet başarılı. Çok memnun kaldım. Mı xanomi kullandım 3 sene boyunca, artık değişme vakti gelmişti. Etrafımdakiler de bKtım. Bu Ürünün çok kullanıcısı da vardı. Tavsiye edildi. Gayet memnunum."
1,Beğendim güzel ürün
1,"Telefonu beğendik, pro versiyonuna o kadar para vermeye gerek yok, kamerası olsun görüntüsü ekranı olsun işlem gücü vs. oldukça tatminkar."
1,👍👍👍👍👍👍👍👍
1,Ürün gayet güzel. Hiç bir problemle karşılaşmadım. Emeğinize sağlık arkadaşlar iyi çalışmalar
1,Urun cok kaliteli cok begendim. Ayrıca elime cok hızlı ulaştı Dip not: IMEI numarasını e-devletten sorgulatınız.
1,Ürünü çok beğendim. Almayı düşünen herkese tavsiye ederim.
1,Hızlı kargo ve ilginiz için teşekkür ederim
1,elbette begendim mi8 ile bunun arasında kalmıştım buna meyillendim
1,Evet ürün fiyatının hakkını verecek bir ürün tasarımı çok güzel tavsiye ederim
1,Ürünü zaten uzunca araştırma sonucu aldım gayet başarılı bir ürün
1,Genel görüntü iyi ama kullanınca kalaitesini daha net göreceğiz
1,mükemmel fiyat hızlı kargo teşekkürler
1,5gün dür kullanıyorum çok güzel ama kulaklığı güzel değil şarz cihaz kablosu da güze değil biraz daha kaliteli olabilirdi l
1,süper kesinlik le tavsiye ederim..
1,paketleme özenliydi. 2 günde elime ulaştı. KAPALI KUTUYDU. herşey orjinal. inşaallah uzun süreli kullanırım. MAĞAZAYI ve ÜRÜNÜ tavsiye ederim..
1,telefon güzel beklentileri karşılıyor sorunsuz elime ulaştı
1,"harika ürün, 1000000 %"
1,Ürünü çok beğendim beklentimin üzerinde bir telefon 1 haftadır kullanıyorum çok memnunum satıcıya burdan teşekkür ediyorum.
1,"Fiyatına göre iyi telefon. Çok şık görünüyor. Hızlı, kamerası iyi. Tavsiye ederim."
1,Herşey tam istediğim gibiydi sadece kargo beklendiği gün gelmedi o da yoğunluktan olabilir. Teşekkürler.
1,"uzun araştırmam sonucu aldım telefonu kamerası performansı herşeyi güzel sizi üzeceğini düşünmüyorum,"
1,Uzun süre araştırdım en sonunda mate 20 lite da karar kıldım. İphone 7 alıcaktım 3200 TL civarıydı. Daha sonra bu telefon ile karşılaştırma yaptım. Ve mate 20 lite özellik olarak ve tasarım olarak iphone 7 den kat kat daha iyi. Sarjı 2 günden fazla gidiyor eğer az oynarsanız daha uzun süreli gider. artık iphondan vazgeçin bırakın o kafanızdaki deli soruları. Yok ben iphondan başka tel kullanamam felan filan. Bizde iphone kullanıyorduk ama artık fiyatlar ve abd nin yaptıklarına karşılık tüketici olarak tepki vermek istedim. Kamerası sarjıyla herşeyi çok çok iyi 2 günde elinize ulaşır telefon. Firmaya teşekkürler
1,"Telefon gayet güzel. Hızı, kamerası ve şarjı yeterli. Daha elime yeni geçti. Tam deneyimlemedim. Kutudan çıkan ekran koruyucu cam ve kulaklık göstermelik. Ekran koruyucu cami ben hiç kullanmadım. Çok ince. Dayanıksız.Gidip sağlam bir cam ve Kılıf aldım. Kılıfsız kullanmayin, çok çabuk lekeleniyor. Onun dışında iyi bir telefon"
1,Düşünmeden alabilirsiniz. Ben çok fazla araştırdım. Apple bu yüzden yaptırım yapıyor
1,"Telefonun özellikleri belli anlatmaya gerek yok, önemli olan mağaza çok hızlı ve ilgililer."
1,Gerçekten tasarım harıkası hafıza ve kamerada guzel herkese tavsiye ederim.
1,Ürün çok çok başarılı. Çok fazla bir şey yazmayada gerek yok.
1,"Gayet şık, ince ve estetik. Biraz elden kayar gibi oluyor bu yüzden mutlaka slikon kılıf kullanmak gerekir. Huawei, ABD'nin çekinceleri ve ambargosu yüzünden güvenli bir telefon olarak tercih etmiştim. Huawei Türkiye'nin bir an önce Telefon Yedekleme için kullanılacak Cloud sistemlerini Türkiye için de kullanılır hale getirmesini bekliyoruz."
1,Ürün ve mağaza performansı Harika çok güzel ilgilendiler teşekkür ederim.
1,Ürün çok iyi Yeterlik kalitel ve özelliklere sahip
